Starting training....
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs used = 3
   \\   /|    Num examples = 186 | Num Epochs = 10 | Total steps = 460
O^O/ \_/ \    Batch size per device = 1 | Gradient accumulation steps = 4
\        /    Data Parallel GPUs = 1 | Total batch size (1 x 4 x 1) = 4
 "-____-"     Trainable parameters = 24,313,856/3,000,000,000 (0.81% trained)
  2%|██▋                                                                                                                           | 10/460 [01:11<45:04,  6.01s/it]Unsloth: Not an error, but LlamaForCausalLM does not accept `num_items_in_batch`.
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': 0.0464, 'grad_norm': 0.19059593975543976, 'learning_rate': 3.0769230769230774e-06, 'epoch': 8.32}
{'loss': 0.0515, 'grad_norm': 0.16513735055923462, 'learning_rate': 3.032967032967033e-06, 'epoch': 8.34}
{'loss': 0.0235, 'grad_norm': 0.12806813418865204, 'learning_rate': 2.989010989010989e-06, 'epoch': 8.37}
{'loss': 0.0666, 'grad_norm': 0.21917136013507843, 'learning_rate': 2.9450549450549452e-06, 'epoch': 8.39}
{'loss': 0.0143, 'grad_norm': 0.15078940987586975, 'learning_rate': 2.9010989010989015e-06, 'epoch': 8.41}
{'loss': 0.0255, 'grad_norm': 0.12387651205062866, 'learning_rate': 2.8571428571428573e-06, 'epoch': 8.43}
{'loss': 0.0197, 'grad_norm': 0.13256829977035522, 'learning_rate': 2.8131868131868135e-06, 'epoch': 8.45}
{'loss': 0.0326, 'grad_norm': 0.1527421474456787, 'learning_rate': 2.7692307692307697e-06, 'epoch': 8.47}
{'loss': 0.0339, 'grad_norm': 0.28346964716911316, 'learning_rate': 2.725274725274725e-06, 'epoch': 8.49}
{'loss': 0.0426, 'grad_norm': 0.20386376976966858, 'learning_rate': 2.6813186813186813e-06, 'epoch': 8.52}
{'eval_loss': 0.08946119248867035, 'eval_runtime': 19.6627, 'eval_samples_per_second': 1.678, 'eval_steps_per_second': 1.678, 'epoch': 8.52}
{'loss': 0.0325, 'grad_norm': 0.24226491153240204, 'learning_rate': 2.6373626373626375e-06, 'epoch': 8.54}
{'loss': 0.0591, 'grad_norm': 0.23225037753582, 'learning_rate': 2.5934065934065937e-06, 'epoch': 8.56}
{'loss': 0.0516, 'grad_norm': 0.2066018134355545, 'learning_rate': 2.5494505494505495e-06, 'epoch': 8.58}
{'loss': 0.0376, 'grad_norm': 0.17025113105773926, 'learning_rate': 2.5054945054945057e-06, 'epoch': 8.6}
{'loss': 0.0286, 'grad_norm': 0.1618516892194748, 'learning_rate': 2.461538461538462e-06, 'epoch': 8.62}
{'loss': 0.0346, 'grad_norm': 0.19602781534194946, 'learning_rate': 2.4175824175824177e-06, 'epoch': 8.65}
{'loss': 0.0361, 'grad_norm': 0.2958512306213379, 'learning_rate': 2.3736263736263735e-06, 'epoch': 8.67}
{'loss': 0.0254, 'grad_norm': 0.17676131427288055, 'learning_rate': 2.3296703296703298e-06, 'epoch': 8.69}
{'loss': 0.2688, 'grad_norm': 1.2070084810256958, 'learning_rate': 2.285714285714286e-06, 'epoch': 8.71}
{'loss': 0.0445, 'grad_norm': 0.23455937206745148, 'learning_rate': 2.241758241758242e-06, 'epoch': 8.73}
{'eval_loss': 0.08903662115335464, 'eval_runtime': 19.9433, 'eval_samples_per_second': 1.655, 'eval_steps_per_second': 1.655, 'epoch': 8.73}
{'loss': 0.01, 'grad_norm': 0.1409146636724472, 'learning_rate': 2.197802197802198e-06, 'epoch': 8.75}
{'loss': 0.0544, 'grad_norm': 0.3146405816078186, 'learning_rate': 2.153846153846154e-06, 'epoch': 8.77}
{'loss': 0.0155, 'grad_norm': 0.13399924337863922, 'learning_rate': 2.10989010989011e-06, 'epoch': 8.8}
{'loss': 0.027, 'grad_norm': 0.1753724217414856, 'learning_rate': 2.065934065934066e-06, 'epoch': 8.82}
{'loss': 0.0345, 'grad_norm': 0.16086336970329285, 'learning_rate': 2.021978021978022e-06, 'epoch': 8.84}
{'loss': 0.0265, 'grad_norm': 0.12934251129627228, 'learning_rate': 1.9780219780219782e-06, 'epoch': 8.86}
{'loss': 0.0274, 'grad_norm': 0.15312637388706207, 'learning_rate': 1.9340659340659344e-06, 'epoch': 8.88}
{'loss': 0.0372, 'grad_norm': 0.22230510413646698, 'learning_rate': 1.8901098901098902e-06, 'epoch': 8.9}
{'loss': 0.0493, 'grad_norm': 0.25588172674179077, 'learning_rate': 1.8461538461538465e-06, 'epoch': 8.92}
{'loss': 0.0303, 'grad_norm': 0.20082037150859833, 'learning_rate': 1.8021978021978023e-06, 'epoch': 8.95}
{'eval_loss': 0.0881676897406578, 'eval_runtime': 18.7819, 'eval_samples_per_second': 1.757, 'eval_steps_per_second': 1.757, 'epoch': 8.95}
{'loss': 0.0333, 'grad_norm': 0.15756230056285858, 'learning_rate': 1.7582417582417585e-06, 'epoch': 8.97}
{'loss': 0.0407, 'grad_norm': 0.18911123275756836, 'learning_rate': 1.7142857142857145e-06, 'epoch': 8.99}
{'loss': 0.053, 'grad_norm': 0.2690664231777191, 'learning_rate': 1.6703296703296703e-06, 'epoch': 9.0}
{'loss': 0.0309, 'grad_norm': 0.18380315601825714, 'learning_rate': 1.6263736263736265e-06, 'epoch': 9.02}
{'loss': 0.072, 'grad_norm': 0.39292603731155396, 'learning_rate': 1.5824175824175825e-06, 'epoch': 9.04}
{'loss': 0.0391, 'grad_norm': 0.18468928337097168, 'learning_rate': 1.5384615384615387e-06, 'epoch': 9.06}
{'loss': 0.0202, 'grad_norm': 0.17214998602867126, 'learning_rate': 1.4945054945054945e-06, 'epoch': 9.09}
{'loss': 0.0308, 'grad_norm': 0.22608384490013123, 'learning_rate': 1.4505494505494507e-06, 'epoch': 9.11}
{'loss': 0.052, 'grad_norm': 0.4382386803627014, 'learning_rate': 1.4065934065934067e-06, 'epoch': 9.13}
{'loss': 0.0413, 'grad_norm': 0.1622585505247116, 'learning_rate': 1.3626373626373625e-06, 'epoch': 9.15}
{'eval_loss': 0.08792382478713989, 'eval_runtime': 18.3541, 'eval_samples_per_second': 1.798, 'eval_steps_per_second': 1.798, 'epoch': 9.15}
{'loss': 0.0469, 'grad_norm': 0.21275120973587036, 'learning_rate': 1.3186813186813187e-06, 'epoch': 9.17}
{'loss': 0.0391, 'grad_norm': 0.2127731442451477, 'learning_rate': 1.2747252747252748e-06, 'epoch': 9.19}
{'loss': 0.0378, 'grad_norm': 0.14917974174022675, 'learning_rate': 1.230769230769231e-06, 'epoch': 9.22}
{'loss': 0.0336, 'grad_norm': 0.13624624907970428, 'learning_rate': 1.1868131868131868e-06, 'epoch': 9.24}
{'loss': 0.0194, 'grad_norm': 0.1519901305437088, 'learning_rate': 1.142857142857143e-06, 'epoch': 9.26}
{'loss': 0.0506, 'grad_norm': 0.19858108460903168, 'learning_rate': 1.098901098901099e-06, 'epoch': 9.28}
{'loss': 0.0239, 'grad_norm': 0.17529629170894623, 'learning_rate': 1.054945054945055e-06, 'epoch': 9.3}
{'loss': 0.0305, 'grad_norm': 0.18292804062366486, 'learning_rate': 1.010989010989011e-06, 'epoch': 9.32}
{'loss': 0.1112, 'grad_norm': 0.2919255495071411, 'learning_rate': 9.670329670329672e-07, 'epoch': 9.34}
{'loss': 0.0192, 'grad_norm': 0.16704097390174866, 'learning_rate': 9.230769230769232e-07, 'epoch': 9.37}
{'eval_loss': 0.08767922222614288, 'eval_runtime': 20.7208, 'eval_samples_per_second': 1.593, 'eval_steps_per_second': 1.593, 'epoch': 9.37}
{'loss': 0.0256, 'grad_norm': 0.20215865969657898, 'learning_rate': 8.791208791208792e-07, 'epoch': 9.39}
{'loss': 0.0213, 'grad_norm': 0.1562914401292801, 'learning_rate': 8.351648351648351e-07, 'epoch': 9.41}
{'loss': 0.0299, 'grad_norm': 0.22046205401420593, 'learning_rate': 7.912087912087912e-07, 'epoch': 9.43}
{'loss': 0.0215, 'grad_norm': 0.14171093702316284, 'learning_rate': 7.472527472527473e-07, 'epoch': 9.45}
{'loss': 0.0318, 'grad_norm': 0.2141261100769043, 'learning_rate': 7.032967032967034e-07, 'epoch': 9.47}
{'loss': 0.0442, 'grad_norm': 0.20818865299224854, 'learning_rate': 6.593406593406594e-07, 'epoch': 9.49}
{'loss': 0.0631, 'grad_norm': 0.20981885492801666, 'learning_rate': 6.153846153846155e-07, 'epoch': 9.52}
{'loss': 0.0272, 'grad_norm': 0.12916117906570435, 'learning_rate': 5.714285714285715e-07, 'epoch': 9.54}
{'loss': 0.0208, 'grad_norm': 0.15423326194286346, 'learning_rate': 5.274725274725275e-07, 'epoch': 9.56}
{'loss': 0.0364, 'grad_norm': 0.21595853567123413, 'learning_rate': 4.835164835164836e-07, 'epoch': 9.58}
{'eval_loss': 0.08775056153535843, 'eval_runtime': 19.9739, 'eval_samples_per_second': 1.652, 'eval_steps_per_second': 1.652, 'epoch': 9.58}
{'loss': 0.0368, 'grad_norm': 0.14034414291381836, 'learning_rate': 4.395604395604396e-07, 'epoch': 9.6}
{'loss': 0.2552, 'grad_norm': 1.150964617729187, 'learning_rate': 3.956043956043956e-07, 'epoch': 9.62}
{'loss': 0.0322, 'grad_norm': 0.24550414085388184, 'learning_rate': 3.516483516483517e-07, 'epoch': 9.65}
{'loss': 0.0503, 'grad_norm': 0.22877006232738495, 'learning_rate': 3.0769230769230774e-07, 'epoch': 9.67}
{'loss': 0.0445, 'grad_norm': 0.161911740899086, 'learning_rate': 2.6373626373626375e-07, 'epoch': 9.69}
{'loss': 0.0346, 'grad_norm': 0.14987723529338837, 'learning_rate': 2.197802197802198e-07, 'epoch': 9.71}
{'loss': 0.0292, 'grad_norm': 0.1615702509880066, 'learning_rate': 1.7582417582417584e-07, 'epoch': 9.73}
{'loss': 0.0261, 'grad_norm': 0.13086439669132233, 'learning_rate': 1.3186813186813187e-07, 'epoch': 9.75}
{'loss': 0.0348, 'grad_norm': 0.3008177578449249, 'learning_rate': 8.791208791208792e-08, 'epoch': 9.77}
{'loss': 0.0183, 'grad_norm': 0.13677003979682922, 'learning_rate': 4.395604395604396e-08, 'epoch': 9.8}
{'eval_loss': 0.08780191093683243, 'eval_runtime': 19.0165, 'eval_samples_per_second': 1.735, 'eval_steps_per_second': 1.735, 'epoch': 9.8}
{'train_runtime': 3490.9943, 'train_samples_per_second': 0.533, 'train_steps_per_second': 0.132, 'train_loss': 0.1289142706654156, 'epoch': 9.8}
