"Relative Time (Process)","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.0.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.1.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.2.powerWatts__MAX","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts__MIN","hf_tjsp2024_2025_phi4_14B-ft-inferencee_2025-04-26_00-23-02 - system/gpu.3.powerWatts__MAX"
"6826.656981797","31.134","31.134","31.134","36.349","36.349","36.349","80.776","80.776","80.776","126.584","126.584","126.584"
"6841.656312213","36.168","36.168","36.168","41.373","41.373","41.373","197.625","197.625","197.625","109.224","109.224","109.224"
"6856.720890872","35.268","35.268","35.268","39.511","39.511","39.511","56.607","56.607","56.607","67.902","67.902","67.902"
"6871.729430567","34.782","34.782","34.782","38.818","38.818","38.818","136.899","136.899","136.899","171.712","171.712","171.712"
"6886.74691142","39.016","39.016","39.016","40.981","40.981","40.981","159.781","159.781","159.781","160.443","160.443","160.443"
"6900.55274713","30.44","30.44","30.44","53.089","53.089","53.089","188.407","188.407","188.407","204.076","204.076","204.076"
"6915.550663115","30.733","30.733","30.733","49.043","49.043","49.043","124.906","124.906","124.906","122.725","122.725","122.725"
"6930.556384656","30.331","30.331","30.331","37.917","37.917","37.917","80.79","80.79","80.79","89.91","89.91","89.91"
"6945.552237031","33.091","33.091","33.091","38.014","38.014","38.014","89.353","89.353","89.353","175.406","175.406","175.406"
"6960.554283511","32.313","32.313","32.313","49.638","49.638","49.638","115.618","115.618","115.618","118.209","118.209","118.209"
"6975.555782714","42.066","42.066","42.066","37.82","37.82","37.82","95.182","95.182","95.182","92.094","92.094","92.094"
"6990.555271879","32.508","32.508","32.508","42.161","42.161","42.161","184.198","184.198","184.198","113.633","113.633","113.633"
"7005.548210891","49.832","49.832","49.832","43.925","43.925","43.925","184.606","184.606","184.606","130.772","130.772","130.772"
"7020.550131124","49.735","49.735","49.735","49.638","49.638","49.638","54.971","54.971","54.971","255.576","255.576","255.576"
"7035.547535469","42.049","42.049","42.049","52.88","52.88","52.88","96.525","96.525","96.525","161.952","161.952","161.952"
"7050.550364236","41.082","41.082","41.082","52.992","52.992","52.992","163.398","163.398","163.398","99.695","99.695","99.695"
"7065.545041868","35.462","35.462","35.462","38.015","38.015","38.015","118.581","118.581","118.581","211.864","211.864","211.864"
"7080.547342775","39.113","39.113","39.113","38.209","38.209","38.209","199.452","199.452","199.452","97","97","97"
"7095.600532177","50.034","50.034","50.034","49.735","49.735","49.735","82.92","82.92","82.92","96.539","96.539","96.539"
"7110.866110163","35.855","35.855","35.855","38.112","38.112","38.112","148.731","148.731","148.731","166.802","166.802","166.802"
"7125.97903576","35.448","35.448","35.448","38.112","38.112","38.112","185.56","185.56","185.56","134.538","134.538","134.538"
"7141.046373593","36.353","36.353","36.353","46.782","46.782","46.782","84.095","84.095","84.095","224.016","224.016","224.016"
"7156.059543711","50.123","50.123","50.123","40.376","40.376","40.376","200.663","200.663","200.663","98.504","98.504","98.504"
"7171.345671282","35.766","35.766","35.766","40.972","40.972","40.972","145.652","145.652","145.652","226.201","226.201","226.201"
"7186.501771389","36.265","36.265","36.265","40.777","40.777","40.777","89.775","89.775","89.775","187.066","187.066","187.066"
"7201.559930239","38.919","38.919","38.919","41.166","41.166","41.166","103.371","103.371","103.371","97.435","97.435","97.435"
"7216.705962837","39.113","39.113","39.113","41.179","41.179","41.179","113.246","113.246","113.246","247.076","247.076","247.076"
"7231.799627166","39.016","39.016","39.016","41.276","41.276","41.276","113.165","113.165","113.165","160.049","160.049","160.049"
"7246.895753151","39.113","39.113","39.113","41.276","41.276","41.276","152.19","152.19","152.19","141.427","141.427","141.427"
"7260.556742159","30.44","30.44","30.44","45.604","45.604","45.604","96.629","96.629","96.629","160.414","160.414","160.414"
"7275.5531361","30.647","30.647","30.647","43.645","43.645","43.645","119.712","119.712","119.712","154.399","154.399","154.399"
"7290.559327893","30.234","30.234","30.234","38.623","38.623","38.623","148.508","148.508","148.508","131.947","131.947","131.947"
"7305.563573016","30.137","30.137","30.137","38.015","38.015","38.015","85.167","85.167","85.167","234.436","234.436","234.436"
"7320.553171634","30.538","30.538","30.538","38.015","38.015","38.015","189.757","189.757","189.757","93.032","93.032","93.032"
"7335.549863383","37.63","37.63","37.63","41.869","41.869","41.869","167.094","167.094","167.094","209.507","209.507","209.507"
"7350.55077256","49.827","49.827","49.827","53.462","53.462","53.462","99.965","99.965","99.965","173.658","173.658","173.658"
"7365.550665492","49.633","49.633","49.633","49.638","49.638","49.638","160.166","160.166","160.166","113.454","113.454","113.454"
"7380.549265068","50.233","50.233","50.233","53.171","53.171","53.171","224.47","224.47","224.47","157.365","157.365","157.365"
"7395.552335308","49.038","49.038","49.038","53.171","53.171","53.171","139.656","139.656","139.656","248.249","248.249","248.249"
"7410.544353934","42.772","42.772","42.772","42.953","42.953","42.953","211.058","211.058","211.058","102.36","102.36","102.36"
"7425.54655841","49.638","49.638","49.638","53.49","53.49","53.49","152.449","152.449","152.449","156.559","156.559","156.559"
"7440.549214723","35.766","35.766","35.766","39.109","39.109","39.109","84.58","84.58","84.58","200.25","200.25","200.25"
"7455.544920844","35.669","35.669","35.669","38.006","38.006","38.006","209.925","209.925","209.925","89.294","89.294","89.294"
"7470.550119835","36.362","36.362","36.362","38.015","38.015","38.015","101.732","101.732","101.732","243.36","243.36","243.36"
"7485.543079626","49.341","49.341","49.341","53.268","53.268","53.268","162.138","162.138","162.138","221.293","221.293","221.293"
"7500.554113389","46.474","46.474","46.474","48.847","48.847","48.847","218.847","218.847","218.847","88.182","88.182","88.182"
"7515.552168444","37.727","37.727","37.727","37.82","37.82","37.82","134.051","134.051","134.051","215.434","215.434","215.434"
"7530.549694417","49.438","49.438","49.438","53.089","53.089","53.089","72.223","72.223","72.223","137.89","137.89","137.89"
"7545.547919011","42.955","42.955","42.955","45.311","45.311","45.311","136.105","136.105","136.105","235.54","235.54","235.54"
"7560.550856541","35.463","35.463","35.463","38.112","38.112","38.112","127.132","127.132","127.132","149.616","149.616","149.616"
"7575.551770097","37.63","37.63","37.63","46.88","46.88","46.88","63.511","63.511","63.511","75.079","75.079","75.079"
"7590.693084778","35.758","35.758","35.758","39.304","39.304","39.304","99.08","99.08","99.08","88.222","88.222","88.222"
"7605.759854706","43.344","43.344","43.344","38.015","38.015","38.015","82.133","82.133","82.133","165.181","165.181","165.181"
"7620.949072514","35.463","35.463","35.463","45.701","45.701","45.701","97.118","97.118","97.118","246.09","246.09","246.09"
"7636.126350192","43.538","43.538","43.538","53.074","53.074","53.074","82.594","82.594","82.594","166.673","166.673","166.673"
"7651.378936087","36.645","36.645","36.645","41.847","41.847","41.847","233.839","233.839","233.839","256.145","256.145","256.145"
"7666.31477168","43.356","43.356","43.356","40.981","40.981","40.981","117.348","117.348","117.348","139.951","139.951","139.951"
"7681.400712075","36.256","36.256","36.256","41.48","41.48","41.48","127.695","127.695","127.695","103.205","103.205","103.205"
"7696.483731733","43.636","43.636","43.636","39.987","39.987","39.987","90.465","90.465","90.465","109.951","109.951","109.951"
"7711.570267645","36.071","36.071","36.071","43.926","43.926","43.926","208.313","208.313","208.313","110.17","110.17","110.17"
"7726.629824267","36.548","36.548","36.548","38.112","38.112","38.112","151.697","151.697","151.697","224.579","224.579","224.579"
"7741.528177063","36.459","36.459","36.459","38.721","38.721","38.721","220.384","220.384","220.384","232.683","232.683","232.683"
"7756.636274297","36.84","36.84","36.84","38.818","38.818","38.818","175.401","175.401","175.401","177.993","177.993","177.993"
"7771.554377068","36.256","36.256","36.256","38.112","38.112","38.112","82.436","82.436","82.436","95.964","95.964","95.964"
"7786.609809916","39.016","39.016","39.016","41.276","41.276","41.276","80.098","80.098","80.098","107.631","107.631","107.631"
"7801.739682402","38.724","38.724","38.724","41.373","41.373","41.373","173.326","173.326","173.326","220.908","220.908","220.908"
"7816.834804294","38.821","38.821","38.821","40.873","40.873","40.873","142.029","142.029","142.029","107.598","107.598","107.598"
"7830.548609411","30.636","30.636","30.636","54.253","54.253","54.253","203.714","203.714","203.714","226.084","226.084","226.084"
"7845.554179669","30.538","30.538","30.538","39.012","39.012","39.012","104.705","104.705","104.705","127.033","127.033","127.033"
"7860.550537652","36.937","36.937","36.937","43.926","43.926","43.926","57.915","57.915","57.915","249.928","249.928","249.928"
"7875.554516495","30.546","30.546","30.546","38.112","38.112","38.112","156.295","156.295","156.295","112.056","112.056","112.056"
"7890.556969668","49.929","49.929","49.929","53.268","53.268","53.268","94.856","94.856","94.856","91.232","91.232","91.232"
"7905.550169679","45.988","45.988","45.988","53.572","53.572","53.572","120.781","120.781","120.781","174.887","174.887","174.887"
"7920.54642005","41.969","41.969","41.969","37.918","37.918","37.918","199.909","199.909","199.909","239.108","239.108","239.108"
"7935.548134107","49.827","49.827","49.827","47.171","47.171","47.171","134.835","134.835","134.835","231.678","231.678","231.678"
"7950.547151386","49.924","49.924","49.924","53.171","53.171","53.171","160.503","160.503","160.503","210.841","210.841","210.841"
"7965.556362051","37.63","37.63","37.63","43.634","43.634","43.634","123.2","123.2","123.2","89.922","89.922","89.922"
"7980.558484964","30.429","30.429","30.429","42.247","42.247","42.247","137.041","137.041","137.041","91.495","91.495","91.495"
"7995.555333577","50.215","50.215","50.215","53.186","53.186","53.186","94.228","94.228","94.228","129.149","129.149","129.149"
"8010.558402213","30.538","30.538","30.538","53.38","53.38","53.38","53.979","53.979","53.979","243.754","243.754","243.754"
"8025.555093732","35.961","35.961","35.961","44.995","44.995","44.995","93.251","93.251","93.251","211.92","211.92","211.92"
"8040.55839262","30.44","30.44","30.44","39.011","39.011","39.011","157.431","157.431","157.431","174.287","174.287","174.287"
"8055.559072267","30.647","30.647","30.647","52.977","52.977","52.977","151.602","151.602","151.602","163.536","163.536","163.536"
"8070.551634973","48.941","48.941","48.941","42.856","42.856","42.856","95.078","95.078","95.078","221.884","221.884","221.884"
"8085.554158478","30.538","30.538","30.538","53.283","53.283","53.283","80.887","80.887","80.887","232.201","232.201","232.201"
"8100.558869414","39.307","39.307","39.307","49.043","49.043","49.043","148.265","148.265","148.265","155.267","155.267","155.267"
"8115.558997958","30.647","30.647","30.647","48.07","48.07","48.07","74.338","74.338","74.338","157.485","157.485","157.485"
"8130.559689767","30.429","30.429","30.429","41.577","41.577","41.577","80.699","80.699","80.699","141.835","141.835","141.835"
"8145.552883938","49.54","49.54","49.54","49.334","49.334","49.334","100.061","100.061","100.061","234.624","234.624","234.624"
"8160.548028285","49.832","49.832","49.832","39.986","39.986","39.986","217.714","217.714","217.714","135.625","135.625","135.625"
"8175.553511088","40.877","40.877","40.877","51.704","51.704","51.704","154.005","154.005","154.005","156.162","156.162","156.162"
"8190.556339865","30.343","30.343","30.343","39.401","39.401","39.401","76.329","76.329","76.329","117.726","117.726","117.726"
"8205.55257588","49.637","49.637","49.637","53.089","53.089","53.089","123.335","123.335","123.335","200.789","200.789","200.789"
"8220.555834913","30.647","30.647","30.647","38.112","38.112","38.112","84.096","84.096","84.096","154.192","154.192","154.192"
"8235.555094357","50.026","50.026","50.026","40.181","40.181","40.181","192.588","192.588","192.588","94.416","94.416","94.416"
"8250.552067293","49.924","49.924","49.924","40.084","40.084","40.084","204.672","204.672","204.672","147.572","147.572","147.572"
"8265.551324112","50.228","50.228","50.228","47.365","47.365","47.365","189.729","189.729","189.729","102.675","102.675","102.675"
"8280.551438158","33.091","33.091","33.091","39.401","39.401","39.401","57.818","57.818","57.818","254.222","254.222","254.222"
"8295.549914353","36.557","36.557","36.557","42.345","42.345","42.345","164.284","164.284","164.284","184.192","184.192","184.192"
"8310.551467368","47.961","47.961","47.961","38.112","38.112","38.112","170.836","170.836","170.836","166.709","166.709","166.709"
"8325.552447749","49.638","49.638","49.638","41.945","41.945","41.945","93.476","93.476","93.476","205.023","205.023","205.023"
"8340.545533145","47.669","47.669","47.669","53.669","53.669","53.669","137.18","137.18","137.18","225.628","225.628","225.628"
"8355.548264329","36.07","36.07","36.07","52.409","52.409","52.409","100.074","100.074","100.074","231.161","231.161","231.161"
"8370.547216346","50.026","50.026","50.026","38.209","38.209","38.209","125.351","125.351","125.351","228.008","228.008","228.008"
"8385.552934251","40.985","40.985","40.985","53.365","53.365","53.365","178.082","178.082","178.082","90.904","90.904","90.904"
"8400.546520216","35.863","35.863","35.863","52.105","52.105","52.105","82.921","82.921","82.921","180.93","180.93","180.93"
"8415.544447051","48.751","48.751","48.751","45.798","45.798","45.798","91.321","91.321","91.321","99.096","99.096","99.096"
"8430.549050004","35.669","35.669","35.669","52.396","52.396","52.396","104.622","104.622","104.622","137.943","137.943","137.943"
"8445.54875322","41.958","41.958","41.958","38.015","38.015","38.015","246.01","246.01","246.01","59.979","59.979","59.979"
"8460.551088021","50.136","50.136","50.136","48.945","48.945","48.945","154.802","154.802","154.802","174.018","174.018","174.018"
"8475.551751117","35.463","35.463","35.463","53.283","53.283","53.283","164.774","164.774","164.774","117.86","117.86","117.86"
"8490.552686764","46.491","46.491","46.491","38.015","38.015","38.015","156.261","156.261","156.261","232.703","232.703","232.703"
"8505.551423687","39.891","39.891","39.891","40.191","40.191","40.191","162.685","162.685","162.685","119.556","119.556","119.556"
"8520.546262151","35.766","35.766","35.766","49.431","49.431","49.431","98.391","98.391","98.391","151.782","151.782","151.782"
"8535.555789519","40.985","40.985","40.985","39.109","39.109","39.109","210.564","210.564","210.564","160.068","160.068","160.068"
"8550.612351315","49.735","49.735","49.735","39.595","39.595","39.595","249.524","249.524","249.524","60.563","60.563","60.563"
"8565.554038901","35.855","35.855","35.855","53.587","53.587","53.587","187.055","187.055","187.055","120.246","120.246","120.246"
"8580.551495614","35.661","35.661","35.661","52.992","52.992","52.992","235.361","235.361","235.361","109.599","109.599","109.599"
"8595.548427734","35.669","35.669","35.669","53.186","53.186","53.186","216.09","216.09","216.09","84.999","84.999","84.999"
"8610.655709338","35.357","35.357","35.357","54.171","54.171","54.171","158.872","158.872","158.872","83.229","83.229","83.229"
"8625.718974864","35.572","35.572","35.572","50.622","50.622","50.622","145.056","145.056","145.056","129.686","129.686","129.686"
"8640.83606469","46.491","46.491","46.491","38.817","38.817","38.817","76.936","76.936","76.936","226.173","226.173","226.173"
"8655.944645149","40.985","40.985","40.985","41.079","41.079","41.079","136.792","136.792","136.792","105.994","105.994","105.994"
"8670.95764015","42.359","42.359","42.359","43.244","43.244","43.244","90.795","90.795","90.795","99.998","99.998","99.998"
"8686.007653545","35.463","35.463","35.463","50.428","50.428","50.428","141.496","141.496","141.496","102.828","102.828","102.828"
"8700.952132346","35.463","35.463","35.463","53.378","53.378","53.378","115.376","115.376","115.376","207.722","207.722","207.722"
"8716.031147275","35.669","35.669","35.669","38.623","38.623","38.623","192.491","192.491","192.491","185.728","185.728","185.728"
"8731.102577121","49.929","49.929","49.929","41.179","41.179","41.179","122.644","122.644","122.644","161.34","161.34","161.34"
"8746.179060212","48.946","48.946","48.946","41.373","41.373","41.373","84.522","84.522","84.522","162.793","162.793","162.793"
"8761.248070471","41.289","41.289","41.289","37.03","37.03","37.03","170.726","170.726","170.726","122.609","122.609","122.609"
"8776.284245247","37.736","37.736","37.736","41.383","41.383","41.383","95.382","95.382","95.382","181.627","181.627","181.627"
"8791.435605525","39.016","39.016","39.016","38.721","38.721","38.721","200.084","200.084","200.084","231.536","231.536","231.536"
"8806.541608982","39.016","39.016","39.016","38.721","38.721","38.721","182.31","182.31","182.31","200.525","200.525","200.525"
"8821.444162226","39.016","39.016","39.016","38.818","38.818","38.818","105.505","105.505","105.505","239.643","239.643","239.643"
"8836.572397391","39.016","39.016","39.016","38.209","38.209","38.209","172.759","172.759","172.759","133.771","133.771","133.771"
"8851.673941366","38.323","38.323","38.323","38.915","38.915","38.915","89.871","89.871","89.871","119.749","119.749","119.749"
"8866.832340534","39.21","39.21","39.21","37.127","37.127","37.127","138.808","138.808","138.808","92.177","92.177","92.177"
"8880.555716528","30.647","30.647","30.647","38.416","38.416","38.416","100.365","100.365","100.365","88.927","88.927","88.927"
"8895.54863971","30.44","30.44","30.44","45.299","45.299","45.299","174.02","174.02","174.02","132.551","132.551","132.551"
"8910.557017342","30.83","30.83","30.83","39.109","39.109","39.109","77.549","77.549","77.549","174.758","174.758","174.758"
"8925.556606604","30.538","30.538","30.538","38.015","38.015","38.015","151.645","151.645","151.645","122.401","122.401","122.401"
"8940.553618614","30.44","30.44","30.44","43.331","43.331","43.331","78.329","78.329","78.329","233.767","233.767","233.767"
"8955.551770501","33.091","33.091","33.091","44.023","44.023","44.023","197.468","197.468","197.468","170.518","170.518","170.518"
"8970.557256761","35.564","35.564","35.564","46.381","46.381","46.381","97.056","97.056","97.056","134.814","134.814","134.814"
"8985.554613526","35.766","35.766","35.766","50.622","50.622","50.622","56.836","56.836","56.836","258.23","258.23","258.23"
"9000.554420828","35.657","35.657","35.657","43.44","43.44","43.44","92.624","92.624","92.624","109.102","109.102","109.102"
"9015.550371166","35.56","35.56","35.56","49.541","49.541","49.541","77.343","77.343","77.343","96.573","96.573","96.573"
"9030.550619063","37.043","37.043","37.043","53.462","53.462","53.462","119.804","119.804","119.804","149.123","149.123","149.123"
"9045.549300223","47.67","47.67","47.67","38.112","38.112","38.112","169.226","169.226","169.226","143.637","143.637","143.637"
"9060.544995563","35.758","35.758","35.758","43.428","43.428","43.428","105.699","105.699","105.699","118.865","118.865","118.865"
"9075.545748107","35.56","35.56","35.56","46.964","46.964","46.964","214.268","214.268","214.268","166.451","166.451","166.451"
"9090.550498407","37.043","37.043","37.043","39.206","39.206","39.206","230.462","230.462","230.462","196.696","196.696","196.696"
"9105.554673649","43.927","43.927","43.927","45.603","45.603","45.603","95.12","95.12","95.12","134.501","134.501","134.501"
"9120.767687939","35.56","35.56","35.56","42.757","42.757","42.757","147.687","147.687","147.687","120.875","120.875","120.875"
"9135.859594883","36.548","36.548","36.548","52.992","52.992","52.992","145.827","145.827","145.827","98.367","98.367","98.367"
"9151.123021936","38.724","38.724","38.724","39.109","39.109","39.109","179.171","179.171","179.171","220.476","220.476","220.476"
"9166.178228119","49.147","49.147","49.147","40.777","40.777","40.777","119.646","119.646","119.646","124.372","124.372","124.372"
"9181.12784252","49.924","49.924","49.924","40.668","40.668","40.668","175.73","175.73","175.73","166.148","166.148","166.148"
"9196.182505275","38.226","38.226","38.226","40.787","40.787","40.787","118.765","118.765","118.765","216.666","216.666","216.666"
"9211.351953692","49.249","49.249","49.249","40.884","40.884","40.884","149.211","149.211","149.211","110.083","110.083","110.083"
"9226.454597048","36.556","36.556","36.556","40.777","40.777","40.777","186.819","186.819","186.819","203.018","203.018","203.018"
"9241.575992217","36.354","36.354","36.354","41.189","41.189","41.189","109.327","109.327","109.327","231.605","231.605","231.605"
"9256.682248368","37.144","37.144","37.144","41.081","41.081","41.081","153.888","153.888","153.888","204.489","204.489","204.489"
"9271.738251466","38.627","38.627","38.627","36.933","36.933","36.933","135.567","135.567","135.567","224.232","224.232","224.232"
"9286.831327792","38.919","38.919","38.919","36.933","36.933","36.933","166.059","166.059","166.059","226.533","226.533","226.533"
"9300.557150074","30.429","30.429","30.429","53.587","53.587","53.587","154.164","154.164","154.164","93.794","93.794","93.794"
"9315.556904315","30.849","30.849","30.849","38.415","38.415","38.415","194.764","194.764","194.764","82.299","82.299","82.299"
"9330.55344414","30.647","30.647","30.647","53.38","53.38","53.38","197.846","197.846","197.846","216.628","216.628","216.628"
"9345.548911903","30.538","30.538","30.538","50.926","50.926","50.926","171.057","171.057","171.057","226.515","226.515","226.515"
"9360.548771412","30.331","30.331","30.331","53.462","53.462","53.462","212.032","212.032","212.032","105.596","105.596","105.596"
"9375.55306202","39.113","39.113","39.113","53.378","53.378","53.378","152.513","152.513","152.513","182.662","182.662","182.662"
"9390.551974213","37.249","37.249","37.249","38.112","38.112","38.112","143.474","143.474","143.474","136.65","136.65","136.65"
"9405.557059651","48.168","48.168","48.168","38.112","38.112","38.112","220.73","220.73","220.73","112.759","112.759","112.759"
"9420.556463937","37.63","37.63","37.63","38.209","38.209","38.209","85.077","85.077","85.077","227.227","227.227","227.227"
"9435.554899766","39.113","39.113","39.113","38.209","38.209","38.209","146.709","146.709","146.709","212.164","212.164","212.164"
"9450.553851893","30.44","30.44","30.44","38.318","38.318","38.318","189.67","189.67","189.67","194.667","194.667","194.667"
"9465.549735006","50.228","50.228","50.228","52.395","52.395","52.395","109.988","109.988","109.988","165.941","165.941","165.941"
"9480.551896872","45.811","45.811","45.811","38.015","38.015","38.015","131.404","131.404","131.404","162.82","162.82","162.82"
"9495.545939213","40.694","40.694","40.694","38.112","38.112","38.112","211.728","211.728","211.728","202.206","202.206","202.206"
"9510.560690507","46.588","46.588","46.588","39.401","39.401","39.401","137.677","137.677","137.677","155.588","155.588","155.588"
"9525.549959076","35.758","35.758","35.758","37.917","37.917","37.917","154.113","154.113","154.113","204.803","204.803","204.803"
"9540.552062452","35.669","35.669","35.669","38.015","38.015","38.015","83.442","83.442","83.442","109.31","109.31","109.31"
"9555.547999286","36.556","36.556","36.556","39.206","39.206","39.206","194.632","194.632","194.632","193.185","193.185","193.185"
"9570.543596362","35.661","35.661","35.661","38.209","38.209","38.209","192.714","192.714","192.714","206.853","206.853","206.853"
"9585.553206585","37.143","37.143","37.143","38.112","38.112","38.112","163.399","163.399","163.399","171.803","171.803","171.803"
"9600.657652001","35.669","35.669","35.669","37.917","37.917","37.917","202.421","202.421","202.421","211.841","211.841","211.841"
"9615.779343996","35.454","35.454","35.454","37.917","37.917","37.917","93.517","93.517","93.517","134.02","134.02","134.02"
"9630.612409508","45.799","45.799","45.799","51.993","51.993","51.993","220.872","220.872","220.872","127.773","127.773","127.773"
"9645.648434854","49.632","49.632","49.632","50.913","50.913","50.913","175.67","175.67","175.67","231.376","231.376","231.376"
"9660.779950962","49.929","49.929","49.929","53.268","53.268","53.268","149.743","149.743","149.743","94.125","94.125","94.125"
"9675.932919877","49.535","49.535","49.535","52.977","52.977","52.977","125.021","125.021","125.021","94.897","94.897","94.897"
"9690.956954478","35.551","35.551","35.551","37.918","37.918","37.918","108.652","108.652","108.652","170.073","170.073","170.073"
"9706.027813153","37.137","37.137","37.137","39.206","39.206","39.206","172.018","172.018","172.018","168.924","168.924","168.924"
"9721.030777895","48.648","48.648","48.648","47.366","47.366","47.366","200.999","200.999","200.999","109.019","109.019","109.019"
"9736.083294685","35.454","35.454","35.454","38.525","38.525","38.525","159.578","159.578","159.578","95.021","95.021","95.021"
"9751.203046573","35.462","35.462","35.462","39.996","39.996","39.996","80.487","80.487","80.487","102.542","102.542","102.542"
"9766.195705349","49.632","49.632","49.632","39.012","39.012","39.012","132.383","132.383","132.383","187.048","187.048","187.048"
"9781.433891151","35.766","35.766","35.766","40.884","40.884","40.884","166.032","166.032","166.032","115.057","115.057","115.057"
"9796.561945537","38.822","38.822","38.822","40.485","40.485","40.485","100.26","100.26","100.26","226.238","226.238","226.238"
"9811.56360951","36.265","36.265","36.265","38.72","38.72","38.72","100.448","100.448","100.448","200.254","200.254","200.254"
"9826.638670835","36.168","36.168","36.168","39.012","39.012","39.012","124.275","124.275","124.275","147.754","147.754","147.754"
"9841.506636871","37.144","37.144","37.144","41.383","41.383","41.383","174.941","174.941","174.941","116.094","116.094","116.094"
"9856.610296273","38.627","38.627","38.627","40.884","40.884","40.884","182.729","182.729","182.729","126.989","126.989","126.989"
"9871.61727974","35.268","35.268","35.268","37.723","37.723","37.723","160.7","160.7","160.7","127.663","127.663","127.663"
"9886.726352132","36.071","36.071","36.071","38.209","38.209","38.209","116.03","116.03","116.03","147.031","147.031","147.031"
"9901.828578747","36.362","36.362","36.362","38.808","38.808","38.808","126.21","126.21","126.21","228.84","228.84","228.84"
"9915.55564457","30.538","30.538","30.538","38.415","38.415","38.415","75.264","75.264","75.264","229.471","229.471","229.471"
"9930.545728989","43.727","43.727","43.727","43.038","43.038","43.038","157.635","157.635","157.635","82.926","82.926","82.926"
"9945.549486287","50.422","50.422","50.422","50.913","50.913","50.913","106.324","106.324","106.324","183.419","183.419","183.419"
"9960.555655518","49.73","49.73","49.73","53.559","53.559","53.559","75.264","75.264","75.264","246.662","246.662","246.662"
"9975.545471524","49.438","49.438","49.438","53.752","53.752","53.752","170.905","170.905","170.905","156.589","156.589","156.589"
"9990.548689079","37.727","37.727","37.727","45.604","45.604","45.604","95.739","95.739","95.739","233.65","233.65","233.65"
"10005.547637169","37.922","37.922","37.922","41.967","41.967","41.967","57.612","57.612","57.612","253.521","253.521","253.521"
"10020.544167536","40.195","40.195","40.195","43.719","43.719","43.719","81.348","81.348","81.348","90.304","90.304","90.304"
"10035.603843801","49.827","49.827","49.827","52.187","52.187","52.187","167.753","167.753","167.753","99.502","99.502","99.502"
"10050.814015271","44.036","44.036","44.036","40.376","40.376","40.376","225.771","225.771","225.771","88.89","88.89","88.89"
"10065.797191086","38.517","38.517","38.517","43.428","43.428","43.428","80.679","80.679","80.679","246.358","246.358","246.358"
"10080.860230207","48.066","48.066","48.066","38.015","38.015","38.015","226.338","226.338","226.338","256.343","256.343","256.343"
"10095.86949893","49.244","49.244","49.244","53.268","53.268","53.268","175.197","175.197","175.197","125.35","125.35","125.35"
"10110.917327579","35.657","35.657","35.657","38.209","38.209","38.209","192.875","192.875","192.875","218.738","218.738","218.738"
"10126.022981671","37.339","37.339","37.339","38.015","38.015","38.015","188.864","188.864","188.864","198.771","198.771","198.771"
"10141.048590043","50.325","50.325","50.325","46.976","46.976","46.976","124.385","124.385","124.385","97.333","97.333","97.333"
"10156.046847569","35.56","35.56","35.56","38.112","38.112","38.112","155.425","155.425","155.425","218.935","218.935","218.935"
"10171.079203263","49.827","49.827","49.827","36.945","36.945","36.945","168.624","168.624","168.624","228.749","228.749","228.749"
"10186.10669637","35.56","35.56","35.56","41.383","41.383","41.383","87.62","87.62","87.62","142.065","142.065","142.065"
"10201.095794239","50.629","50.629","50.629","37.625","37.625","37.625","117.846","117.846","117.846","236","236","236"
"10216.203665148","50.123","50.123","50.123","38.015","38.015","38.015","204.29","204.29","204.29","151.381","151.381","151.381"
"10231.028523289","40.694","40.694","40.694","37.722","37.722","37.722","210.561","210.561","210.561","230.976","230.976","230.976"
"10246.116643422","35.572","35.572","35.572","41.286","41.286","41.286","98.1","98.1","98.1","149.056","149.056","149.056"
"10261.225069071","42.954","42.954","42.954","41.179","41.179","41.179","204.098","204.098","204.098","167.654","167.654","167.654"
"10276.312463223","49.638","49.638","49.638","35.06","35.06","35.06","201.649","201.649","201.649","195.791","195.791","195.791"
"10291.168916019","49.043","49.043","49.043","39.692","39.692","39.692","195.51","195.51","195.51","173.473","173.473","173.473"
"10306.220597273","40.195","40.195","40.195","39.608","39.608","39.608","87.122","87.122","87.122","153.843","153.843","153.843"
